case,season,age,matches,wins,losses,titles,majorTitles,centuries,highestBreak,overall,cash,cashDelta,recordedCategoryTotal,unclassifiedCashChange,prizeMoney,sponsorIncome,coachingStaffCosts,facilityCosts,equipmentMaintenance,tournamentEntryFees,travelHotelCosts,treatmentRecoveryCosts,other
age24-130363,2047/48,46,20,14,6,0,0,6,138,86,3098350.21,21825.77,21375.77,450.0,6960,20869,-1872,0,0,-375,-1436.16,0,-2770.07
age24-130363,2048/49,47,11,7,4,0,0,5,137,84,3114336.82,15986.61,15936.61,50.0,62.5,22058,-1872,0,0,-375,-1436.16,-180,-2320.73
age24-130363,2049/50,48,12,7,5,0,0,3,126,83,3132020.2,17683.38,17483.38,200.0,0,24088,-1872,0,-84,-375,-1632,0,-2641.62
age24-130363,2050/51,49,8,3,5,0,0,0,69,81,3150261.28,18241.08,18191.08,50.0,0,24412,-1872,0,0,-375,-1499.88,0,-2474.04
age24-130363,2051/52,50,12,7,5,0,0,1,140,80,3167230.64,16969.36,16919.36,50.0,350,23815,-1872,0,-38,-1235,-1436.16,0,-2664.48
age24-130363,2052/53,51,6,1,5,0,0,0,66,78,3184525.4,17294.76,17344.76,-50.0,0,23556,-1872,0,0,-375,-1436.16,-180,-2348.08
age24-130363,2053/54,52,8,3,5,0,0,1,112,77,3199802.84,15277.44,15227.44,50.0,0,21462,-1872,0,0,-375,-1632,-180,-2175.56
age24-130363,2054/55,53,7,2,5,0,0,0,64,74,3216810.36,17007.52,17057.52,-50.0,0,23256,-1872,0,0,-375,-1632,0,-2319.48
age24-130363,2055/56,54,6,1,5,0,0,0,71,72,3234534.28,17723.92,17773.92,-50.0,0,24084,-1833,0,-84,-375,-1632,0,-2386.08
age24-130363,2056/57,55,8,0,8,0,0,0,59,70,3245751.92,11217.64,11167.64,50.0,0,18400,-1755,0,0,-1335,-2202,0,-1940.36
age24-130363,2057/58,56,9,1,8,0,0,0,61,68,3250842.34,5090.42,5140.42,-50.0,0,11986,-1872,0,0,-1335,-2001.48,-180,-1457.1
age24-130363,2058/59,57,7,1,6,0,0,0,67,66,3267226.34,16384.0,16434.0,-50.0,0,22366,-1872,0,0,-375,-1436.16,0,-2248.84
age24-130363,2059/60,58,7,1,6,0,0,0,49,64,3280169.4,12943.06,12993.06,-50.0,0,16922,-156,0,0,-375,-1568.28,0,-1829.66
age24-130363,2060/61,59,7,2,5,0,0,0,50,61,3294382.29,14212.89,14262.89,-50.0,0,20281,-1872,0,0,-375,-1632,0,-2139.11
age24-130363,2061/62,60,6,0,6,0,0,0,30,59,3306226.39,11844.1,11894.1,-50.0,0,17666,-1872,0,0,-375,-1632,0,-1892.9
age24-130363,2062/63,61,8,0,8,0,0,0,29,57,3312183.43,5957.04,6007.04,-50.0,0,12717,-1872,0,0,-1335,-2001.48,0,-1501.48
age24-130363,2063/64,62,6,0,6,0,0,0,70,54,3315663.0,3479.57,3529.57,-50.0,0,8622,-1872,0,-38,-375,-1436.16,-180,-1191.27
age24-130363,2064/65,63,6,0,6,0,0,0,17,51,3326079.0,10416.0,10466.0,-50.0,0,16194,-1872,0,-84,-375,-1632,0,-1765.0
age24-130363,2065/66,64,4,0,4,0,0,0,27,49,3346245.1,20166.1,20216.1,-50.0,0,25752,-1872,0,0,-175,-1436.16,0,-2052.74
age24-130363,2066/67,65,6,0,6,0,0,0,15,46,3359494.86,13249.76,12949.76,300.0,0,18806,-1872,0,0,-375,-1632,0,-1977.24
age25-104729,2026/27,26,21,8,13,0,0,3,136,77,52461.18,44461.18,43061.18,1400.0,16750,32056,-5430,0,-8782,0,-6152,0,14619.18
age25-104729,2027/28,27,26,13,11,0,0,8,127,80,134457.32,81996.14,79996.14,2000.0,36500,54437,-1794,0,-84,0,-5962.56,0,-3100.3
age25-104729,2028/29,28,46,44,2,6,0,15,139,82,292517.77,158060.45,157860.45,200.0,102850,40815,-1872,0,-38,-725,-2939.64,-360,20130.09
age25-104729,2029/30,29,30,18,12,0,0,15,141,84,370465.66,77947.89,75947.89,2000.0,57550,33903,-1872,0,-122,0,-6949,-360,-6202.11
age25-104729,2030/31,30,26,13,12,0,0,11,139,85,468400.39,97934.73,95934.73,2000.0,50850,61785,-1872,0,-84,0,-6703,-360,-7681.27
age25-104729,2031/32,31,20,9,9,0,0,7,147,86,553726.64,85326.25,84526.25,800.0,31150,69594,-1872,0,-84,0,-6798,0,-7463.75
age25-104729,2032/33,32,22,19,3,1,0,16,136,87,618612.14,64885.5,64935.5,-50.0,8340,61149,-1872,0,-38,-1235,-1632,0,223.5
age25-104729,2033/34,33,20,9,10,0,0,11,141,88,670069.58,51457.44,50657.44,800.0,16600,47788,-1872,0,-84,0,-6228,0,-5546.56
age25-104729,2034/35,34,24,13,11,0,0,18,141,89,751296.66,81227.08,79227.08,2000.0,33000,61516,-1872,0,0,0,-6228,-180,-7008.92
age25-104729,2035/36,35,17,13,4,0,0,14,144,90,789928.71,38632.05,38332.05,300.0,3960,43920,-1872,0,-122,-1335,-1499.88,0,-4719.07
age25-104729,2036/37,36,22,12,9,0,0,22,141,90,850061.51,60132.8,59132.8,1000.0,34950,36761,-1872,0,0,0,-5480.64,0,-5225.56
age25-104729,2037/38,37,28,18,8,0,0,24,138,90,932576.16,82514.65,81114.65,1400.0,35600,60785,-1872,0,-122,0,-5480.64,0,-7795.71
age25-104729,2038/39,38,14,12,2,0,0,6,143,90,976561.99,43985.83,43785.83,200.0,350,53579,-1872,0,-84,-1235,-1347,-360,-5245.17
age25-104729,2039/40,39,26,14,12,0,0,14,139,90,1067201.65,90639.66,88639.66,2000.0,66650,33413,-156,0,0,0,-6228,0,-5039.34
age25-104729,2040/41,40,31,20,10,0,0,18,144,90,1175293.56,108091.91,107091.91,1000.0,55900,67833,-1872,0,-122,0,-6065.84,0,-8581.25
age25-104729,2041/42,41,19,7,11,0,0,8,141,90,1254968.2,79674.64,77674.64,2000.0,26950,66435,-1755,0,-84,0,-6193.84,0,-7677.52
age25-104729,2042/43,42,13,9,4,0,0,3,127,89,1286970.28,32002.08,31552.08,450.0,500,38441,-1833,0,-38,-375,-1436.16,0,-3706.76
age25-104729,2043/44,43,7,2,5,0,0,0,72,88,1299091.04,12120.76,12170.76,-50.0,0,17764,-1872,0,0,-375,-1436.16,0,-1910.08
age25-104729,2044/45,44,11,6,5,0,0,7,130,87,1315981.15,16890.11,16440.11,450.0,750,22040,-1872,0,0,-375,-1568.28,-180,-2354.61
age25-104729,2045/46,45,16,13,3,0,0,5,134,87,1331848.58,15867.43,15567.43,300.0,0,23319,-1872,0,-84,-1235,-1499.88,0,-3060.69
age25-104729,2046/47,46,15,5,9,0,0,5,131,86,1362156.12,30307.54,28307.54,2000.0,3062.5,35136,-1872,0,0,0,-3911.6,0,-4107.36
age25-104729,2047/48,47,22,11,11,0,0,5,142,84,1433838.14,71682.02,70282.02,1400.0,23250,62901,-1872,0,-122,0,-6323,-540,-7011.98
age25-104729,2048/49,48,9,4,5,0,0,0,77,83,1486673.94,52835.8,52535.8,300.0,0,61776,-1872,0,0,-375,-1632,0,-5361.2
age25-104729,2049/50,49,9,4,5,0,0,1,116,82,1511134.81,24460.87,24260.87,200.0,0,31131,-1872,0,0,-375,-1632,0,-2991.13
age25-104729,2050/51,50,8,2,6,0,0,0,75,80,1529321.06,18186.25,17986.25,200.0,0,24259,-1872,0,0,-375,-1632,0,-2393.75
age25-104729,2051/52,51,7,3,4,0,0,1,107,79,1545840.61,16519.55,16569.55,-50.0,0,23490,-1872,0,0,-1235,-1436.16,0,-2377.29
age25-104729,2052/53,52,6,1,5,0,0,0,67,77,1564001.12,18160.51,17960.51,200.0,0,24396,-1872,0,0,-375,-1436.16,-360,-2392.33
age25-104729,2053/54,53,7,1,6,0,0,0,55,76,1575227.82,11226.7,10776.7,450.0,0,16000,-1443,0,0,-375,-1632,0,-1773.3
age25-104729,2054/55,54,7,1,6,0,0,0,57,74,1593342.03,18114.21,18064.21,50.0,0,23032,-585,0,-84,-375,-1632,0,-2291.79
age25-104729,2055/56,55,6,0,6,0,0,0,53,72,1611103.2,17761.17,17811.17,-50.0,0,23887,-1833,0,0,-375,-1499.88,0,-2367.95
age25-104729,2056/57,56,10,2,8,0,0,0,60,70,1624988.53,13885.33,13835.33,50.0,0,21401,-1755,0,0,-1335,-1937.76,-360,-2177.91
age25-104729,2057/58,57,9,1,8,0,0,0,47,68,1639330.86,14342.33,14392.33,-50.0,0,21798,-1872,0,-38,-1335,-1937.76,0,-2222.91
age25-104729,2058/59,58,6,0,6,0,0,0,54,66,1656640.42,17309.56,17259.56,50.0,0,23404,-1872,0,0,-375,-1568.28,0,-2329.16
age25-104729,2059/60,59,7,1,6,0,0,0,53,64,1668570.55,11930.13,11980.13,-50.0,0,17617,-1872,0,0,-375,-1499.88,0,-1889.99
age25-104729,2060/61,60,6,0,6,0,0,0,57,61,1683212.31,14641.76,14691.76,-50.0,0,20488,-1872,0,0,-375,-1436.16,0,-2113.08
age25-104729,2061/62,61,6,0,6,0,0,0,43,59,1692811.91,9599.6,9649.6,-50.0,0,15020,-1872,0,0,-375,-1436.16,0,-1687.24
age25-104729,2062/63,62,8,1,7,0,0,0,32,57,1705087.44,12275.53,12325.53,-50.0,0,19602,-1872,0,0,-1335,-2040.36,0,-2029.11
age25-104729,2063/64,63,6,0,6,0,0,0,34,55,1710231.62,5144.18,5094.18,50.0,0,10242,-1872,0,-84,-375,-1499.88,0,-1316.94
age25-104729,2064/65,64,6,0,6,0,0,0,19,52,1720235.4,10003.78,10053.78,-50.0,0,15678,-1872,0,0,-375,-1632,0,-1745.22
age25-104729,2065/66,65,6,0,6,0,0,0,15,50,1731495.67,11260.27,11310.27,-50.0,0,17231,-1872,0,0,-375,-1632,-180,-1861.73
age25-130363,2026/27,26,23,11,12,0,0,3,119,78,58941.43,50941.43,49541.43,1400.0,23000,36754,-8862,0,-8782,0,-6152,-180,13763.43
age25-130363,2027/28,27,29,19,10,0,0,8,142,81,139521.74,80580.31,79580.31,1000.0,38850,53270,-1794,0,-84,0,-6159.6,0,-4502.09
age25-130363,2028/29,28,50,43,7,3,0,17,138,83,276010.48,136488.74,136188.74,300.0,88150,48818,-1443,0,-122,-1685,-3590.28,-360,6421.02
age25-130363,2029/30,29,39,32,7,1,0,14,133,84,311459.46,35448.98,34998.98,450.0,17810,30561,-585,0,-38,-1685,-3407.88,-180,-7476.14
age25-130363,2030/31,30,18,5,11,0,0,6,137,85,361445.22,49985.76,48585.76,1400.0,15750,46525,-1872,0,-84,0,-5480.64,-360,-5892.6
age25-130363,2031/32,31,26,14,10,0,0,13,136,86,441412.66,79967.44,78567.44,1400.0,33400,59705,-1872,0,-84,0,-5549.04,0,-7032.52
age25-130363,2032/33,32,12,10,2,0,0,3,133,87,471593.26,30180.6,29880.6,300.0,0,38321,-1872,0,0,-1235,-1347,0,-3986.4
age25-130363,2033/34,33,25,12,13,0,0,14,139,88,534434.82,62841.56,61841.56,1000.0,37750,38159,-1872,0,-38,0,-6228,-360,-5569.44
age25-130363,2034/35,34,26,16,8,1,0,15,142,89,728906.82,194472.0,193472.0,1000.0,136450,66348,-1872,0,-84,0,-7368,-180,178.0
age25-130363,2035/36,35,30,18,11,0,0,15,144,90,882694.51,153787.69,152787.69,1000.0,102900,69526,-1872,0,-122,0,-7273,0,-10371.31
age25-130363,2036/37,36,23,12,9,1,0,15,141,90,1090787.77,208093.26,206093.26,2000.0,144200,70596,-1872,0,-122,0,-6651.04,-180,122.3
age25-130363,2037/38,37,21,9,12,0,0,9,141,90,1193310.65,102522.88,102122.88,400.0,47700,70690,-1872,0,0,0,-6651.04,0,-7744.08
age25-130363,2038/39,38,26,13,12,0,0,27,145,90,1314525.96,121215.31,120815.31,400.0,68200,70399,-1872,0,-122,0,-6416.96,0,-9372.73
age25-130363,2039/40,39,31,21,10,0,0,18,141,90,1449592.03,135066.07,134066.07,1000.0,82050,69576,-1872,0,-84,0,-6798,0,-8805.93
age25-130363,2040/41,40,25,14,10,0,0,17,147,90,1643957.9,194365.87,192965.87,1400.0,138850,71868,-1872,0,-122,0,-6316.64,0,-9441.49
age25-130363,2041/42,41,25,14,9,0,0,15,139,89,1915241.76,271283.86,270883.86,400.0,133550,164033,-1755,0,-84,0,-8964.8,-360,-15535.34
age25-130363,2042/43,42,30,16,11,0,0,18,142,89,2162611.0,247369.24,246369.24,1000.0,99300,175188,-1833,0,-122,0,-8456,-180,-17527.76
age25-130363,2043/44,43,37,24,12,0,0,32,140,88,2485230.24,322619.24,321619.24,1000.0,200700,146118,-1014,0,-122,0,-7843,0,-16219.76
age25-130363,2044/45,44,33,19,11,0,0,17,138,87,2783147.28,297917.04,295917.04,2000.0,216900,100343,-1014,0,-84,0,-8409,-360,-11458.96
age25-130363,2045/46,45,24,11,11,0,0,12,147,86,2952456.59,169309.31,168909.31,400.0,80850,109880,-1872,0,-122,0,-8979,0,-10847.69
age25-130363,2046/47,46,17,7,8,0,0,11,142,85,3071506.39,119049.8,119049.8,0.0,29600,109196,-1872,0,0,0,-6646,0,-11228.2
age25-130363,2047/48,47,8,3,5,0,0,1,123,83,3110940.6,39434.21,39234.21,200.0,0,47079,-1872,0,0,-375,-1436.16,0,-4161.63
age25-130363,2048/49,48,9,4,5,0,0,2,104,82,3128459.78,17519.18,17069.18,450.0,350,23101,-1872,0,0,-375,-1568.28,-180,-2386.54
age25-130363,2049/50,49,10,4,6,0,0,1,110,80,3147337.91,18878.13,18928.13,-50.0,350,25159,-1872,0,-84,-375,-1632,0,-2617.87
age25-130363,2050/51,50,7,2,5,0,0,0,88,79,3165299.15,17961.24,17911.24,50.0,0,24169,-1872,0,0,-375,-1632,0,-2378.76
age25-130363,2051/52,51,10,3,7,0,0,0,70,77,3170332.14,5032.99,4982.99,50.0,0,12279,-1872,0,-38,-1335,-2202,-180,-1669.01
age25-130363,2052/53,52,8,4,4,0,0,1,114,75,3175443.0,5110.86,5060.86,50.0,0,10220,-1872,0,0,-375,-1534.08,0,-1378.06
age25-130363,2053/54,53,7,2,5,0,0,0,76,73,3188369.6,12926.6,12626.6,300.0,0,18238,-1872,0,0,-375,-1436.16,0,-1928.24
age25-130363,2054/55,54,7,2,5,0,0,0,64,71,3206225.12,17855.52,17905.52,-50.0,0,24170,-1872,0,0,-375,-1632,0,-2385.48
age25-130363,2055/56,55,7,2,5,0,0,0,89,69,3224232.39,18007.27,18057.27,-50.0,0,24478,-1833,0,0,-375,-1436.16,-360,-2416.57
age25-130363,2056/57,56,7,2,5,0,0,0,43,67,3240957.39,16725.0,16775.0,-50.0,0,23880,-1755,0,0,-1235,-1568.28,-180,-2366.72
age25-130363,2057/58,57,8,0,8,0,0,0,45,65,3257019.99,16062.6,16112.6,-50.0,0,23992,-1872,0,-84,-1335,-2202,0,-2386.4
age25-130363,2058/59,58,7,1,6,0,0,0,48,63,3276450.9,19430.91,19480.91,-50.0,0,24504,-585,0,0,-375,-1632,0,-2431.09
age25-130363,2059/60,59,6,0,6,0,0,0,34,61,3283606.72,7155.82,7205.82,-50.0,0,12117,-1443,0,0,-375,-1632,0,-1461.18
age25-130363,2060/61,60,7,1,6,0,0,0,39,58,3287384.88,3778.16,3828.16,-50.0,0,8788,-1872,0,0,-375,-1499.88,0,-1212.96
age25-130363,2061/62,61,6,0,6,0,0,0,22,56,3300887.04,13502.16,13452.16,50.0,0,19271,-1872,0,0,-375,-1568.28,0,-2003.56
age25-130363,2062/63,62,8,0,8,0,0,0,35,53,3305620.87,4733.83,4783.83,-50.0,0,11397,-1872,0,0,-1335,-2001.48,0,-1404.69
age25-130363,2063/64,63,6,0,6,0,0,0,21,51,3309708.27,4087.4,3637.4,450.0,0,8848,-1872,0,0,-375,-1568.28,-180,-1215.32
age25-130363,2064/65,64,6,0,6,0,0,0,22,48,3318520.33,8812.06,8862.06,-50.0,0,14408,-1872,0,-38,-375,-1632,0,-1628.94
age25-130363,2065/66,65,6,0,6,0,0,0,27,45,3324451.07,5930.74,5980.74,-50.0,0,11252,-1872,0,0,-375,-1632,0,-1392.26
age26-104729,2026/27,27,21,8,13,0,0,3,136,77,52461.18,44461.18,43061.18,1400.0,16750,32056,-5430,0,-8782,0,-6152,0,14619.18
age26-104729,2027/28,28,26,13,11,0,0,8,127,80,134457.32,81996.14,79996.14,2000.0,36500,54437,-1794,0,-84,0,-5962.56,0,-3100.3
age26-104729,2028/29,29,46,44,2,6,0,15,139,82,292517.77,158060.45,157860.45,200.0,102850,40815,-1872,0,-38,-725,-2939.64,-360,20130.09
age26-104729,2029/30,30,30,18,12,0,0,15,141,84,370465.66,77947.89,75947.89,2000.0,57550,33903,-1872,0,-122,0,-6949,-360,-6202.11
age26-104729,2030/31,31,26,13,12,0,0,11,139,85,468400.39,97934.73,95934.73,2000.0,50850,61785,-1872,0,-84,0,-6703,-360,-7681.27
age26-104729,2031/32,32,20,9,9,0,0,7,147,86,553726.64,85326.25,84526.25,800.0,31150,69594,-1872,0,-84,0,-6798,0,-7463.75
age26-104729,2032/33,33,22,19,3,1,0,16,136,87,618612.14,64885.5,64935.5,-50.0,8340,61149,-1872,0,-38,-1235,-1632,0,223.5
age26-104729,2033/34,34,20,9,10,0,0,11,141,88,670069.58,51457.44,50657.44,800.0,16600,47788,-1872,0,-84,0,-6228,0,-5546.56
age26-104729,2034/35,35,24,13,11,0,0,18,141,89,751296.66,81227.08,79227.08,2000.0,33000,61516,-1872,0,0,0,-6228,-180,-7008.92
age26-104729,2035/36,36,17,13,4,0,0,14,144,89,789928.71,38632.05,38332.05,300.0,3960,43920,-1872,0,-122,-1335,-1499.88,0,-4719.07
age26-104729,2036/37,37,25,13,10,0,0,18,147,89,859497.51,69568.8,69168.8,400.0,45000,36761,-1872,0,-84,0,-5480.64,0,-5155.56
age26-104729,2037/38,38,28,19,9,0,0,23,141,89,971330.06,111832.55,110432.55,1400.0,64900,61218,-1872,0,-38,0,-6100.04,-360,-7315.41
age26-104729,2038/39,39,29,17,11,0,0,21,147,89,1176665.59,205335.53,203335.53,2000.0,154250,66436,-1872,0,-84,0,-7383.2,0,-8011.27
age26-104729,2039/40,40,20,8,10,0,0,9,144,89,1285353.17,108687.58,107287.58,1400.0,51100,70576,-156,0,-122,0,-6400.24,0,-7710.18
age26-104729,2040/41,41,22,11,10,0,0,18,142,89,1415090.89,129737.72,128337.72,1400.0,70750,75352,-1872,0,-84,0,-6065.84,-180,-9562.44
age26-104729,2041/42,42,19,9,10,0,0,12,133,88,1525873.59,110782.7,109782.7,1000.0,59000,66606,-1755,0,-38,0,-6058.56,0,-7971.74
age26-104729,2042/43,43,21,8,12,0,0,6,134,87,1610429.43,84555.84,84155.84,400.0,34850,64703,-1833,0,-84,0,-6233.04,0,-7247.12
age26-104729,2043/44,44,9,4,5,0,0,3,139,86,1657070.4,46640.97,46440.97,200.0,0,55311,-1872,0,0,-375,-1436.16,-360,-4826.87
age26-104729,2044/45,45,13,9,4,0,0,3,130,86,1676964.15,19893.75,19743.75,150.0,890,25827,-1872,0,0,-375,-1632,-180,-2914.25
age26-104729,2045/46,46,12,8,4,0,0,3,117,85,1691862.43,14898.28,14848.28,50.0,0,22812,-1872,0,-122,-1235,-1632,-360,-2742.72
age26-104729,2046/47,47,20,14,6,0,0,5,137,83,1707050.87,15188.44,14888.44,300.0,1440,22196,-1872,0,0,-1335,-2202,-180,-3158.56
age26-104729,2047/48,48,15,3,11,0,0,4,139,82,1758448.0,51397.13,51397.13,0.0,9250,55865,-1872,0,-84,0,-6228,0,-5533.87
age26-104729,2048/49,49,14,2,12,0,0,2,130,81,1813266.45,54818.45,54418.45,400.0,5250,63281,-1872,0,0,0,-6228,0,-6012.55
age26-104729,2049/50,50,9,4,5,0,0,1,109,80,1868859.81,55593.36,55143.36,450.0,0,64376,-1872,0,0,-375,-1436.16,0,-5549.48
age26-104729,2050/51,51,9,4,5,0,0,1,105,78,1881714.66,12854.85,12654.85,200.0,62.5,18458,-1872,0,-38,-375,-1568.28,0,-2012.37
age26-104729,2051/52,52,9,2,7,0,0,0,58,76,1884933.12,3218.46,3018.46,200.0,0,9499,-1872,0,0,-1335,-2001.48,0,-1272.06
age26-104729,2052/53,53,9,3,6,0,0,0,77,75,1901227.2,16294.08,16244.08,50.0,0,22310,-1872,0,-84,-375,-1436.16,0,-2298.76
age26-104729,2053/54,54,6,1,5,0,0,0,94,73,1913623.64,12396.44,12346.44,50.0,0,17515,-1443,0,0,-375,-1470.36,0,-1880.2
age26-104729,2054/55,55,6,0,6,0,0,0,50,71,1923177.93,9554.29,9604.29,-50.0,0,13793,-585,0,0,-375,-1632,0,-1596.71
age26-104729,2055/56,56,6,0,6,0,0,0,51,69,1932114.47,8936.54,8886.54,50.0,0,14216,-1833,0,0,-375,-1499.88,0,-1621.58
age26-104729,2056/57,57,8,0,8,0,0,0,42,67,1935270.27,3155.8,3205.8,-50.0,0,9568,-1755,0,0,-1335,-2006.16,0,-1266.04
age26-104729,2057/58,58,8,0,8,0,0,0,36,65,1936722.76,1452.49,1502.49,-50.0,0,8062,-1872,0,0,-1335,-2202,0,-1150.51
age26-104729,2058/59,59,7,1,6,0,0,0,39,63,1942341.82,5619.06,5669.06,-50.0,0,10928,-1872,0,0,-375,-1632,0,-1379.94
age26-104729,2059/60,60,6,0,6,0,0,0,30,61,1951964.71,9622.89,9672.89,-50.0,0,15265,-1872,0,0,-375,-1632,0,-1713.11
age26-104729,2060/61,61,6,0,6,0,0,0,21,59,1957819.98,5855.27,5905.27,-50.0,0,11141,-1872,0,0,-375,-1597.8,0,-1390.93
age26-104729,2061/62,62,6,0,6,0,0,0,42,57,1971336.59,13516.61,13566.61,-50.0,0,19266,-1872,0,0,-375,-1436.16,0,-2016.23
age26-104729,2062/63,63,8,0,8,0,0,0,29,55,1981018.61,9682.02,9732.02,-50.0,0,17056,-1872,0,-84,-1335,-2202,0,-1830.98
age26-104729,2063/64,64,6,0,6,0,0,0,35,52,1985717.03,4698.42,4748.42,-50.0,0,9963,-1872,0,-38,-375,-1632,0,-1297.58
age26-104729,2064/65,65,6,0,6,0,0,0,16,50,1990192.34,4475.31,4525.31,-50.0,0,9656,-1872,0,0,-375,-1436.16,-180,-1267.53
age26-130363,2026/27,27,23,11,12,0,0,3,119,78,58941.43,50941.43,49541.43,1400.0,23000,36754,-8862,0,-8782,0,-6152,-180,13763.43
age26-130363,2027/28,28,29,19,10,0,0,8,142,81,139521.74,80580.31,79580.31,1000.0,38850,53270,-1794,0,-84,0,-6159.6,0,-4502.09
age26-130363,2028/29,29,50,43,7,3,0,17,138,83,276010.48,136488.74,136188.74,300.0,88150,48818,-1443,0,-122,-1685,-3590.28,-360,6421.02
age26-130363,2029/30,30,39,32,7,1,0,14,133,84,311459.46,35448.98,34998.98,450.0,17810,30561,-585,0,-38,-1685,-3407.88,-180,-7476.14
age26-130363,2030/31,31,18,5,11,0,0,6,137,85,361445.22,49985.76,48585.76,1400.0,15750,46525,-1872,0,-84,0,-5480.64,-360,-5892.6
age26-130363,2031/32,32,26,14,10,0,0,13,136,86,441412.66,79967.44,78567.44,1400.0,33400,59705,-1872,0,-84,0,-5549.04,0,-7032.52
age26-130363,2032/33,33,12,10,2,0,0,3,133,87,471593.26,30180.6,29880.6,300.0,0,38321,-1872,0,0,-1235,-1347,0,-3986.4
age26-130363,2033/34,34,25,12,13,0,0,14,139,88,534434.82,62841.56,61841.56,1000.0,37750,38159,-1872,0,-38,0,-6228,-360,-5569.44
age26-130363,2034/35,35,26,16,8,1,0,15,142,89,728906.82,194472.0,193472.0,1000.0,136450,66348,-1872,0,-84,0,-7368,-180,178.0
age26-130363,2035/36,36,28,16,11,0,0,13,144,89,853454.51,124547.69,123547.69,1000.0,72900,69526,-1872,0,-122,0,-7273,0,-9611.31
age26-130363,2036/37,37,22,10,11,0,0,5,139,89,948190.98,94736.47,94736.47,0.0,40450,70434,-1872,0,0,0,-6065.84,-180,-8029.69
age26-130363,2037/38,38,28,16,12,0,0,15,142,89,1076229.96,128038.98,126038.98,2000.0,73000,69070,-1872,0,-122,0,-6233.04,-180,-7623.98
age26-130363,2038/39,39,38,28,9,1,1,42,144,89,1733648.33,657418.37,656418.37,1000.0,600250,67678,-1872,0,-206,0,-7114.64,0,-2316.99
age26-130363,2039/40,40,32,16,16,0,0,13,132,89,2143035.27,409386.94,409386.94,0.0,179200,269149,-1872,0,-84,0,-9701,-180,-27125.06
age26-130363,2040/41,41,40,22,15,0,0,23,147,89,2875845.51,732810.24,731810.24,1000.0,376100,407576,-1872,0,-122,0,-9701,-180,-39990.76
age26-130363,2041/42,42,26,15,11,0,0,10,138,88,3215016.83,339171.32,338171.32,1000.0,101700,272510,-1755,0,-122,0,-9121,-360,-24680.68
age26-130363,2042/43,43,26,12,13,0,0,13,134,87,3481119.75,266102.92,264102.92,2000.0,110400,181012,-1833,0,0,0,-8504,-180,-16792.08
age26-130363,2043/44,44,19,8,9,0,0,9,128,86,3679801.03,198681.28,197681.28,1000.0,45200,176268,-1014,0,-122,0,-7653,0,-14997.72
